years	8.555267481884273e-05
human	0.00011748238292134035
bible	0.0001292822102838191
faith	0.00015076905808238678
name	9.568809552962148e-05
writes	6.66034740100214e-05
christians	0.00011933889465145534
want	7.972872224017742e-05
love	0.00010934898718063216
part	8.698214889368467e-05
god	0.00025608632973993673
people	0.00013396907732463512
every	8.772017924793413e-05
think	0.00011271781961397487
holy	0.00016295889682096276
need	7.983580599410196e-05
least	8.016501137063492e-05
scripture	0.00014159181106867627
get	8.996711006883407e-05
work	9.200778416309758e-05
another	7.376914627602496e-05
existence	0.00015545965100050547
one	0.0001410134131476441
non	8.066144607407693e-05
reason	0.00012061524646590943
death	0.00010575684653894956
catholic	0.0001361490282077311
take	7.22497268434408e-05
however	9.22655090487085e-05
d	8.475665967874716e-05
right	8.741838964042977e-05
anyone	7.008723781127169e-05
john	9.649219717272754e-05
life	0.00011334411458675885
etc	7.332858734006994e-05
like	9.747999444981903e-05
com	7.168642006936126e-05
world	0.00011674227983627012
know	0.0001084544500115276
religion	9.751870990860763e-05
see	9.77618313460529e-05
point	8.368267099766584e-05
thing	7.772982550025274e-05
please	8.458731570336506e-05
many	9.899553247673696e-05
said	9.35974312575457e-05
two	9.269505052472667e-05
something	9.023807328190261e-05
us	0.0001274542552861414
church	0.0001728278867145749
body	0.0001310131125405568
use	9.559399852883247e-05
words	9.08530427925032e-05
always	8.33464905354318e-05
christianity	0.00010920569612453961
would	0.00013822720723305547
ve	8.932355516579142e-05
far	7.28993247870881e-05
even	8.963756021510209e-05
says	9.712701425939023e-05
go	8.841710863814547e-05
really	7.597810801002169e-05
believe	0.0001328604491528038
law	0.00020852127355123324
anything	7.363878205287102e-05
different	9.954390822788909e-05
father	0.0001776333629770666
christian	0.00011796436192819711
also	9.901670233131634e-05
good	0.00010495092874306404
evidence	0.0001216038960271054
e	8.333417028553742e-05
rather	7.656446080009901e-05
read	8.320218390472455e-05
come	8.780080441268405e-05
m	9.476912222321454e-05
must	0.00010036911580913176
man	0.00011663266757316713
well	8.492297965456888e-05
book	9.163625867864547e-05
person	8.734207502703785e-05
question	0.00010563437190485697
new	0.00010708830293702238
made	7.9907600783665e-05
resurrection	0.00015526005130186215
hell	0.00023276626510964976
christ	0.0001274683854696543
wrong	9.486592418667034e-05
time	0.0001100293338771461
claim	8.485142338590139e-05
spirit	0.0001724798024462505
yet	7.625101788074732e-05
paul	0.00013839826357306273
saying	8.141529136448886e-05
word	0.00010072656220823287
clh	7.005430981605851e-05
problem	8.431357034510173e-05
still	8.223766804493825e-05
things	0.00010846371044135884
since	7.918653137544489e-05
mean	9.419476390671021e-05
real	8.693696336179186e-05
authority	0.00017209736385989514
son	0.00017048501183162198
answer	9.663751674678285e-05
nothing	7.928080807028878e-05
way	9.40089420984294e-05
might	8.192733722212715e-05
lord	0.0001331467006441857
edu	7.627841673733403e-05
3	0.00010259227860318732
doesn	7.327700457337508e-05
seems	7.665267999702655e-05
eternal	0.0001495629056177277
exist	0.00011957545985844469
sin	0.0001478775966945054
though	7.363878205287102e-05
belief	0.00011787399086441148
1	0.00012529428619950073
whether	7.356204592151618e-05
tell	7.638965609507596e-05
first	9.618026119048812e-05
others	9.135709262021853e-05
say	0.00010391031796476233
heaven	0.00011006141240014234
quite	7.087700050058595e-05
could	9.376596214986794e-05
truth	0.00018157133876588516
without	8.325654180832686e-05
find	8.346924664850977e-05
cannot	9.635355895839891e-05
make	8.02685971199186e-05
fact	9.269505052472667e-05
someone	9.046143484943207e-05
re	9.010668412453234e-05
may	0.00010561645934061498
day	0.00011996677739888841
never	9.223518847393073e-05
course	7.313903243145572e-05
2	0.00011104260785750393
jesus	0.00018940362921599836
let	7.503390332472273e-05
true	0.00011319276976031499
much	8.756997346155067e-05
great	8.292298194531272e-05
ask	8.06439147882534e-05
