years	7.552847353901513e-05
arab	0.00011124238336152052
human	0.0001199403474926682
number	7.829439350215841e-05
lebanese	0.0001374316481686823
name	9.360209550948094e-05
writes	5.3973156371700697e-05
rights	0.0001084754613352808
want	8.878193113315985e-05
5	8.288012776178758e-05
part	7.496271718291763e-05
going	0.00011292256120320358
israel	0.00017908144049596546
people	0.00015897547876755476
think	8.423083494371471e-05
back	8.766048356288121e-05
jewish	0.00010507379181605596
get	8.235768793204329e-05
work	6.746644546462586e-05
lebanon	0.00010470202465548496
last	6.812145949826301e-05
another	8.42684337987281e-05
took	0.00010518961927280377
killed	0.0001082956535613412
one	0.00013936499318605196
policy	6.184424167590706e-05
went	0.00024449378527351595
take	8.389086102717523e-05
d	7.196420849560093e-05
turkey	0.00018834382692208056
right	0.00010119966819693881
told	0.00013493289092925172
history	0.00010227789906052871
palestinian	9.647375776584182e-05
genocide	0.0001421873474308244
like	9.436483221849631e-05
home	0.00011511224028427691
world	8.386806253246726e-05
know	0.00011659005845656017
see	8.709044340231959e-05
armenia	0.00013335472846224297
children	0.00010071078091096326
many	8.620712476035527e-05
anti	8.395824324486774e-05
said	0.0001880314822671517
two	9.428643983451417e-05
something	0.0001275485038634718
us	0.00015742170608412702
called	8.236867237448299e-05
would	0.0001220576150772239
soldiers	0.00010652596652309348
started	0.00012502256560676433
government	9.258382342981127e-05
even	9.764131136863575e-05
says	0.00013643214527291007
go	0.00010862522037071838
israeli	0.00014901929163065717
arabs	9.505581663400897e-05
really	6.893310732255251e-05
today	6.533247030394427e-05
saw	0.0001558527189802985
greek	0.0001909427701829034
also	8.111572633897213e-05
azerbaijan	0.00016691698359396325
occupied	6.93803871799344e-05
armenians	0.00024029715452524153
come	9.489785735683639e-05
m	0.00011068024713477838
villages	0.00010885890234388907
peace	9.708042977748145e-05
must	6.505692955517495e-05
well	9.137860335082238e-05
new	7.721823256718241e-05
university	0.00010543936285728414
muslim	8.581258414360307e-05
time	9.677945280442883e-05
population	9.048440921138057e-05
jews	0.0001784502085666078
didn	0.00020721836821277947
still	7.899432550199891e-05
since	6.632294638895424e-05
women	9.712560748047586e-05
way	8.552084636361025e-05
might	5.606800490667538e-05
edu	6.083512817536777e-05
3	8.612737718888409e-05
000	0.00011839699743301991
russian	0.00014737351207875723
soviet	0.0001047883089131423
turks	0.00012839767968766405
1	9.147477515699272e-05
tell	8.884470184642088e-05
first	9.655197973159791e-05
land	9.42162992804249e-05
say	0.00010207689148312188
could	9.550444877460026e-05
p	8.995526061950115e-05
make	6.167387186412768e-05
fact	7.412313475046896e-05
turkish	0.00022521173162292377
re	0.00012752481064293988
may	6.484275036322375e-05
came	0.00015742170608412702
left	9.883973080414324e-05
war	9.776129563193721e-05
never	7.233902208151552e-05
2	7.83176919379573e-05
let	8.789206656859516e-05
armenian	0.00027351261674848324
three	9.370339647864703e-05
troops	7.829439350215841e-05
state	9.288063494859062e-05
